cell_type,sample,rank,gene,degree_centrality_all
Epi_proliferating,KO_DM,6,Mef2c,0.13541666666666666
Epi_proliferating,KO_DM,7,Tfap2c,0.12797619047619047
Epi_proliferating,KO_DM,8,Trp63,0.10416666666666667
Epi_proliferating,KO_DM,9,Npas3,0.09821428571428571
Epi_proliferating,KO_DM,10,Zbtb7c,0.09523809523809523
Epi_proliferating,KO_DM,11,Ebf1,0.08928571428571429
Epi_proliferating,KO_DM,12,Hes1,0.08333333333333333
Epi_proliferating,KO_DM,13,Bcl11b,0.08035714285714286
Epi_proliferating,KO_DM,14,Stat1,0.07291666666666667
Epi_proliferating,KO_DM,15,Nfib,0.06994047619047619
Epi_proliferating,KO_DM,16,Etv6,0.06547619047619048
Epi_proliferating,KO_DM,17,Nfatc2,0.0625
Epi_proliferating,KO_DM,18,Creb5,0.05654761904761905
Epi_proliferating,KO_DM,19,Bcl11a,0.05357142857142857
Epi_proliferating,KO_DM,20,Nfia,0.050595238095238096
Epi_proliferating,WT_DM,1,Tcf7l2,0.18568994889267462
Epi_proliferating,WT_DM,2,Ets1,0.16695059625212946
Epi_proliferating,WT_DM,3,Tfap2c,0.15843270868824533
Epi_proliferating,WT_DM,4,Tfap2b,0.1567291311754685
Epi_proliferating,WT_DM,5,Fli1,0.13798977853492334
Epi_proliferating,WT_DM,6,Mef2c,0.1362862010221465
Epi_proliferating,WT_DM,7,Pax5,0.131175468483816
Epi_proliferating,WT_DM,8,Hes1,0.11584327086882454
Epi_proliferating,WT_DM,9,Sin3a,0.10391822827938671
Epi_proliferating,WT_DM,10,Klf12,0.10221465076660988
Epi_proliferating,WT_DM,11,Npas2,0.10051107325383304
Epi_proliferating,WT_DM,12,Stat1,0.09540034071550256
Epi_proliferating,WT_DM,13,Ebf1,0.08347529812606473
Epi_proliferating,WT_DM,14,Trp63,0.07666098807495741
Epi_proliferating,WT_DM,15,Npas3,0.07495741056218058
Epi_proliferating,WT_DM,16,Klf8,0.06132879045996593
Epi_proliferating,WT_DM,17,Sp4,0.06132879045996593
Epi_proliferating,WT_DM,18,Fos,0.06132879045996593
Epi_proliferating,WT_DM,19,Klf7,0.05281090289608177
Epi_proliferating,WT_DM,20,Thrb,0.05281090289608177
SMC?,KO_DM,1,Stat1,0.15773353751914243
SMC?,KO_DM,2,Zfp281,0.11791730474732007
SMC?,KO_DM,3,Ebf1,0.11638591117917305
SMC?,KO_DM,4,E2f4,0.11485451761102604
SMC?,KO_DM,5,Mbd1,0.11332312404287902
SMC?,KO_DM,6,Stat3,0.0995405819295559
SMC?,KO_DM,7,Patz1,0.09341500765696784
SMC?,KO_DM,8,E2f6,0.08575803981623277
SMC?,KO_DM,9,Bhlhe40,0.07350689127105667
SMC?,KO_DM,10,Taf1,0.07044410413476264
SMC?,KO_DM,11,Arnt,0.06738131699846861
SMC?,KO_DM,12,Prdm11,0.06584992343032159
SMC?,KO_DM,13,Stat5a,0.06278713629402756
SMC?,KO_DM,14,Brf2,0.06125574272588055
SMC?,KO_DM,15,Id2,0.05972434915773354
SMC?,KO_DM,16,Npas3,0.05819295558958652
SMC?,KO_DM,17,Smarcc1,0.05666156202143951
SMC?,KO_DM,18,Creb5,0.05053598774885146
SMC?,KO_DM,19,Hoxc9,0.05053598774885146
SMC?,KO_DM,20,Mlxip,0.05053598774885146
SMC?,WT_DM,1,Ebf1,0.16556291390728478
SMC?,WT_DM,2,Stat1,0.15066225165562913
SMC?,WT_DM,3,Stat3,0.1390728476821192
SMC?,WT_DM,4,Taf1,0.1390728476821192
SMC?,WT_DM,5,E2f4,0.13741721854304637
SMC?,WT_DM,6,Mbd1,0.12417218543046357
SMC?,WT_DM,7,Prdm11,0.10430463576158941
SMC?,WT_DM,8,Zfp281,0.09933774834437085
SMC?,WT_DM,9,Hes1,0.09105960264900662
SMC?,WT_DM,10,Klf11,0.08774834437086093
SMC?,WT_DM,11,Arnt,0.06622516556291391
SMC?,WT_DM,12,Patz1,0.06622516556291391
SMC?,WT_DM,13,Bhlhe40,0.06622516556291391
SMC?,WT_DM,14,Esr1,0.061258278145695365
SMC?,WT_DM,15,Runx1,0.061258278145695365
SMC?,WT_DM,16,Clock,0.061258278145695365
SMC?,WT_DM,17,Jun,0.059602649006622516
SMC?,WT_DM,18,Gli2,0.059602649006622516
SMC?,WT_DM,19,Stat5a,0.057947019867549666
SMC?,WT_DM,20,Irf4,0.056291390728476824
