cell_type,rank,gene,degree_centrality_all
Pericytes/SMC,43,Ikzf1,0.0440251572327044
Pericytes/SMC,44,Rel,0.0440251572327044
Pericytes/SMC,45,Nr2f1,0.041928721174004195
Pericytes/SMC,46,Dlc1,0.039832285115303984
Pericytes/SMC,47,Pparg,0.039832285115303984
Pericytes/SMC,48,Nr2e1,0.03773584905660377
Pericytes/SMC,49,Zeb2,0.03773584905660377
Pericytes/SMC,50,Stat4,0.03773584905660377
SMC?,1,Zeb1,0.26552462526766596
SMC?,2,Sp4,0.20985010706638116
SMC?,3,Egr1,0.19700214132762311
SMC?,4,Nhlh1,0.18201284796573874
SMC?,5,Ebf1,0.18201284796573874
SMC?,6,Hey2,0.145610278372591
SMC?,7,Ets1,0.13704496788008566
SMC?,8,Tcf7l2,0.13704496788008566
SMC?,9,Ehf,0.13062098501070663
SMC?,10,Stat1,0.11563169164882227
SMC?,11,Foxp3,0.11349036402569593
SMC?,12,Klf12,0.10492505353319058
SMC?,13,Tal1,0.09850107066381156
SMC?,14,Ahr,0.09850107066381156
SMC?,15,Npas3,0.09207708779443255
SMC?,16,Fli1,0.08993576017130621
SMC?,17,Elf5,0.08565310492505353
SMC?,18,Nfatc2,0.07708779443254818
SMC?,19,Tbx5,0.07494646680942184
SMC?,20,Klf2,0.0728051391862955
SMC?,21,Klf8,0.07066381156316917
SMC?,22,Zbtb7c,0.06638115631691649
SMC?,23,Trim28,0.06638115631691649
SMC?,24,Mitf,0.06423982869379015
SMC?,25,Creb5,0.06423982869379015
SMC?,26,Nfatc1,0.06423982869379015
SMC?,27,Nfib,0.06423982869379015
SMC?,28,Maf,0.06209850107066381
SMC?,29,Foxn3,0.06209850107066381
SMC?,30,Fosl2,0.06209850107066381
SMC?,31,Prrx1,0.059957173447537475
SMC?,32,Bcl11b,0.057815845824411134
SMC?,33,Cux2,0.05353319057815846
SMC?,34,Tcf4,0.05353319057815846
SMC?,35,Pbx3,0.05139186295503212
SMC?,36,Tfap2b,0.05139186295503212
SMC?,37,Trps1,0.04925053533190578
SMC?,38,Ikzf2,0.047109207708779445
SMC?,39,Runx3,0.047109207708779445
SMC?,40,Rel,0.047109207708779445
SMC?,41,Rora,0.044967880085653104
SMC?,42,Bach2,0.042826552462526764
SMC?,43,Wnt5b,0.042826552462526764
SMC?,44,Pbx1,0.04068522483940043
SMC?,45,Ikzf1,0.04068522483940043
SMC?,46,Tcf15,0.04068522483940043
SMC?,47,Gfi1,0.03854389721627409
SMC?,48,Nr2f1,0.03854389721627409
SMC?,49,Sorbs2,0.03640256959314775
SMC?,50,Msc,0.03640256959314775
Schwann?,1,Klf8,0.35396039603960394
Schwann?,2,Nhlh1,0.2896039603960396
Schwann?,3,Stat1,0.22524752475247525
Schwann?,4,Zeb1,0.20544554455445543
Schwann?,5,Mlxipl,0.18811881188118812
Schwann?,6,Tal1,0.17574257425742573
Schwann?,7,Klf12,0.16336633663366337
Schwann?,8,Tbx5,0.1608910891089109
Schwann?,9,Ebf1,0.15841584158415842
Schwann?,10,Zbtb7c,0.15346534653465346
Schwann?,11,Irf4,0.15099009900990099
Schwann?,12,Id1,0.1485148514851485
Schwann?,13,Pparg,0.13613861386138615
Schwann?,14,Prdm16,0.1311881188118812
Schwann?,15,Maf,0.12623762376237624
Schwann?,16,Ppara,0.11386138613861387
Schwann?,17,Sp4,0.11138613861386139
Schwann?,18,Pou3f1,0.10148514851485149
Schwann?,19,Ebf3,0.09900990099009901
Schwann?,20,Nfia,0.09900990099009901
Schwann?,21,Ppargc1a,0.09158415841584158
Schwann?,22,Mitf,0.09158415841584158
Schwann?,23,Nr2f1,0.08663366336633663
Schwann?,24,Mbd1,0.07920792079207921
Schwann?,25,Lyl1,0.07673267326732673
Schwann?,26,Fosl2,0.07425742574257425
Schwann?,27,Ikzf2,0.07178217821782178
Schwann?,28,Tcf4,0.06930693069306931
Schwann?,29,Msc,0.06930693069306931
Schwann?,30,Egr1,0.06930693069306931
Schwann?,31,Acsl1,0.06435643564356436
Schwann?,32,Nfib,0.06435643564356436
Schwann?,33,Rora,0.0594059405940594
Schwann?,34,Klf4,0.05693069306930693
Schwann?,35,Zbtb16,0.05693069306930693
Schwann?,36,Hey2,0.05198019801980198
Schwann?,37,Car3,0.05198019801980198
Schwann?,38,Mafb,0.05198019801980198
Schwann?,39,Foxn3,0.05198019801980198
Schwann?,40,Jdp2,0.04950495049504951
Schwann?,41,Slit3,0.04950495049504951
Schwann?,42,Shox2,0.04950495049504951
Schwann?,43,Ets1,0.04702970297029703
Schwann?,44,Creb5,0.04702970297029703
Schwann?,45,Plin4,0.04702970297029703
Schwann?,46,Ghr,0.04702970297029703
Schwann?,47,Pck1,0.04702970297029703
Schwann?,48,Tcf7l2,0.04702970297029703
Schwann?,49,Dlc1,0.04455445544554455
Schwann?,50,Dgat2,0.04207920792079208
Tcells,1,Zeb1,0.30735930735930733
Tcells,2,Ets1,0.2662337662337662
Tcells,3,Fli1,0.2510822510822511
Tcells,4,Stat1,0.24025974025974026
Tcells,5,Nfatc1,0.18181818181818182
Tcells,6,Klf12,0.17316017316017315
Tcells,7,Elk3,0.11904761904761904
Tcells,8,Lyl1,0.11904761904761904
Tcells,9,Klf2,0.11688311688311688
Tcells,10,Pax5,0.11688311688311688
Tcells,11,Mef2c,0.11688311688311688
Tcells,12,Pou2f2,0.11255411255411256
Tcells,13,Bcl11b,0.10822510822510822
Tcells,14,Rel,0.10606060606060606
Tcells,15,Irf4,0.10173160173160173
Tcells,16,Pbx3,0.09956709956709957
Tcells,17,Ebf1,0.09956709956709957
Tcells,18,Runx3,0.09740259740259741
Tcells,19,Spi1,0.09090909090909091
Tcells,20,Maf,0.09090909090909091
Tcells,21,Sp4,0.08874458874458875
Tcells,22,Foxn3,0.08658008658008658
Tcells,23,Nfatc2,0.08008658008658008
Tcells,24,Bach2,0.07575757575757576
Tcells,25,Prdm16,0.0735930735930736
Tcells,26,Tcf7l2,0.07142857142857142
Tcells,27,Mbd1,0.06926406926406926
Tcells,28,Stat4,0.06493506493506493
Tcells,29,Lef1,0.06277056277056277
Tcells,30,Lars2,0.06060606060606061
Tcells,31,Bcl11a,0.06060606060606061
Tcells,32,Elf4,0.06060606060606061
Tcells,33,Egr1,0.05844155844155844
Tcells,34,Foxp1,0.05627705627705628
Tcells,35,Jdp2,0.05411255411255411
Tcells,36,Irf8,0.05194805194805195
Tcells,37,Ikzf1,0.049783549783549784
Tcells,38,Ikzf3,0.049783549783549784
Tcells,39,Fosl2,0.047619047619047616
Tcells,40,Mybl1,0.045454545454545456
Tcells,41,Id1,0.04112554112554113
Tcells,42,Rabgap1l,0.04112554112554113
Tcells,43,Atxn1,0.0367965367965368
Tcells,44,Cd247,0.03463203463203463
Tcells,45,Shox2,0.03463203463203463
Tcells,46,Slc12a2,0.03463203463203463
Tcells,47,Celf2,0.03463203463203463
Tcells,48,Dpp4,0.032467532467532464
Tcells,49,Prkcq,0.032467532467532464
Tcells,50,Oprm1,0.030303030303030304
